Consulta|dia_semana|semana_del_mes|mes|cuatrimestre|anio|hora_discretizada|dni_discretizado|legajo_discretizado|posee_legajo|posee_telefono|carrera_valor|proveedor_correo|Clase|cantidad_caracteres|proporcion_mayusculas|proporcion_letras|cantidad_tildes|cantidad_palabras|cantidad_palabras_cortas|proporcion_palabras_distintas|frecuencia_signos_puntuacion|cantidad_oraciones|utiliza_codigo_asignatura
porque me salta error en credenciales si en la uni jamás me entregaron credenciales sólo un legajo |0|1|3|1|2018|1|2|3|1|1|3|gmail|Boleto Universitario|99|0.0|0.8282828282828283|2|18|10|0.8333333333333334|0.0|1|0
hola, quiero hacer el boleto estudiantil en una sube nueva porque la que tenia la perdi. ya la di de baja del sistema de sube y ya registre la que ahora poseo. como hago?  |3|5|8|2|2019|1|8|4|1|1|3|gmail|Boleto Universitario|172|0.0|0.7732558139534884|0|36|22|0.7777777777777778|0.023255813953488372|2|0
hola!!  mi consulta es por que no se acredita en mi sube el beneficio me dice que tengo asignado el beneficio pero no se hace la carga este año empece en la unm y no me deja insccribirme como ingresante para la sube |0|5|4|1|2019|1|2|1|1|1|41|hotmail|Boleto Universitario|216|0.0|0.7870370370370371|0|45|34|0.7111111111111111|0.009259259259259259|1|0
buenas noches. mi consulta es sobre el boleto estudiantil provincial, tenía entendido que el 20 de marzo se acreditaría el saldo, desde esa fecha voy a consultar a las terminales de sube y no tengo saldo a acreditarse. intenté inscribirme pero en la página me dice que ya cuento con el beneficio. que debo hacer? a dónde debo recurrir para que se me acredite el saldo? gracias |3|2|4|1|2018|3|5|3|1|1|5|hotmail|Boleto Universitario|377|0.0|0.7984084880636605|5|68|38|0.7941176470588235|0.01856763925729443|3|0
hola. queria saber porque no puedo acreditar mi sube con el boleto estudiantil. lo realice el año pasado el tramite.  |2|3|3|1|2019|0|3|2|1|1|55|gmail|Boleto Universitario|118|0.0|0.7966101694915254|0|22|11|0.8636363636363636|0.025423728813559324|3|0
hola no puedo registrarme para el boleto estudiantil, me dice que las credenciales son incorrectas.  |0|1|3|1|2018|1|3|4|1|1|3|gmail|Boleto Universitario|101|0.0|0.8217821782178217|0|17|11|0.9411764705882353|0.019801980198019802|1|0
buenos días. soy beneficiaria del boleto provincial desde el año pasado, desde este año no pude recibir el saldo que me correspondería, siempre que pongo la tarjeta en la maquina me dice que no tengo cargas pendientes. anteriormente les había consultado a ustedes y me habían notificado que el crédito estaría acreditado entre el 15 y el 20 de marzo, aun así todavía no pude cargar mi sube. desde ya muchas gracias |3|1|4|1|2018|0|5|3|1|1|48|hotmail|Boleto Universitario|415|0.0|0.8024096385542169|8|73|38|0.7671232876712328|0.014457831325301205|3|0
hola, una consulta. yo inicie el tramite para el boleto estudiantil provincial hace tres semanas y hasta el día de hoy no me llego ninguna notificación, qué debería hacer? desde ya muchas gracias. |4|1|4|1|2018|3|7|4|1|1|43|gmail|Boleto Universitario|197|0.0|0.8071065989847716|4|34|17|0.9411764705882353|0.025380710659898477|2|0
desde el comienzo del segundo cuatrimestre solicite el boleto estudiantil y aun no se acreditó. a dondey quien  puedo recurrir? |1|5|10|2|2019|1|7|4|1|1|5|gmail|Boleto Universitario|128|0.0|0.8203125|1|22|10|0.9090909090909091|0.015625|1|0
cambie mi tarjeta sube, al perder la anterior! quisiera saber si hay que modificar los datos de la misma para acceder al beneficio.. ya que no lo tengo al momento. |1|2|5|1|2019|1|4|4|1|1|3|yahoo|Boleto Universitario|164|0.0|0.7865853658536586|0|31|17|0.8709677419354839|0.03048780487804878|3|0
hola: quise realizar el tramiite del boleto estudiantil y me figura como que ya tengo un beneficio asignado..  pero nunca me confirmaron si contaba con el beneficio del boleto... |3|2|3|1|2019|3|2|4|1|1|3|hotmail|Boleto Universitario|179|0.0|0.7988826815642458|0|31|16|0.8387096774193549|0.0335195530726257|5|0
hola, no se me cargó el crédito de la sube de marzo. desde sube me dicen que tiene fecha vencida, q tengo que hablar con mí universidad... no se qué significa eso pero espero puedan ayudarme. gracias |1|1|4|1|2018|2|2|2|1|0|43|hotmail|Boleto Universitario|200|0.0|0.78|4|38|21|0.8421052631578947|0.035|5|0
hace aproximadamente 1 mes que completé el formulario para poder obtener el boleto estudiantil y nunca obtuve respuesta |0|4|8|2|2019|3|8|4|1|1|54|gmail|Boleto Universitario|120|0.0|0.8416666666666667|1|19|9|0.9473684210526315|0.0|1|0
no puedo obtener el beneficio del boleto estudiantil provincial. me aparece que ya poseo un beneficio y no es así. |2|1|5|1|2019|3|8|4|1|1|18|gmail|Boleto Universitario|115|0.0|0.808695652173913|1|21|12|0.9047619047619048|0.017391304347826087|2|0
hola mi consulta es porque no me puedo anotar para el boleto provincial soy de moreno y el año pasado estuve en la carrera licenciatura enfermería y este año me cambie de carrera me aparece que ya tengo un beneficio pero nose cual es el beneficio no entiendo ,espero me puedan ayudar ,gracias! |3|3|3|1|2019|1|6|3|1|1|19|gmail|Boleto Universitario|294|0.0|0.8095238095238095|1|54|31|0.7777777777777778|0.01020408163265306|1|0
hola, buenas tardes. quería preguntarles cómo puedo obtener el beneficio del boleto estudiantil, ya que vivo a 75 kilómetros de la universidad nacional de luján. vivo en carmen de areco. me gustaría que me brindaran más información al respecto si es posible, muchas gracias. |0|2|3|1|2019|1|8|4|1|1|54|outlook|Boleto Universitario|275|0.0|0.8072727272727273|7|45|22|0.8888888888888888|0.025454545454545455|4|0
yo hize el tramite para el pase estudiantil provincial .. y queria saber cuando me acreditan la plata ??? |6|4|3|1|2019|3|8|4|1|1|54|gmail|Boleto Universitario|106|0.0|0.7735849056603774|0|20|12|0.95|0.04716981132075472|2|0
buenas noches, en el sistema me figura que ya tengo un beneficio asignado pero cuando ingreso al sistema de sube me dice que no tengo ningún beneficio. quisiera saber como se podría solucionar. desde ya muchas gracias  |1|4|9|2|2019|3|4|2|1|1|19|gmail|Boleto Universitario|219|0.0|0.8127853881278538|2|39|19|0.8461538461538461|0.0136986301369863|2|0
hola! quiero consultar respecto del boleto estudiantil provincial, ya que, inicie el trámite hace más de un mes (22-06-2019) y aún no obtuve respuesta ni el beneficio. quisiera saber si se puede resolver esta situación. gracias. |1|1|8|2|2019|1|6|4|1|1|3|gmail|Boleto Universitario|229|0.0|0.7641921397379913|4|37|18|0.972972972972973|0.026200873362445413|3|0
no puedo iniciar el proceso para el boleto estudiantil, me aparece &quot;error de credenciales&quot; |0|1|3|1|2018|0|5|2|1|1|54|gmail|Boleto Universitario|101|0.0|0.8118811881188119|0|15|7|0.9333333333333333|0.0297029702970297|1|0
buenas tardes, me dirigo hacia ustedes con el fin de consultar si mi pedido sobre el boleto estudiantil ha sido aceptado o no? desde ya muchas gracias, espero su respuesta. |2|4|3|1|2019|1|7|4|1|1|0|gmail|Boleto Universitario|173|0.0|0.8034682080924855|0|31|15|0.967741935483871|0.023121387283236993|1|0
buen día, me comunico para saber mi situación con el boleto estudiantil provincial. el año pasado completé el formulario pero no me mandaron nada y no hice nada (si es que había que hacer algo para activar el beneficio), por lo tanto no hice uso del mismo. ahora cuando quiero entrar para completar el formulario me aparece que ya posee un beneficio. mi pregunta es qué tengo que hacer para hacer uso del mismo? desde ya, muchas gracias! |4|3|3|1|2019|0|5|2|1|1|54|hotmail|Boleto Universitario|438|0.0|0.7990867579908676|5|79|46|0.7088607594936709|0.0182648401826484|3|0
no me carga la tarjeta sube en la terminal de sube |3|3|9|2|2019|2|7|3|1|1|3|gmail|Boleto Universitario|51|0.0|0.7843137254901961|0|12|9|0.8333333333333334|0.0|1|0
13-04-18 a quien corresponda, el motivo por el cual escribo es que estoy teniendo inconveniente con la recarga de sube(mes de marzo-abril)ya que la misma no se realizo,quisiera saber cuales son los motivos,para mi es muy importante la recarga porque utilizo tren y colectivo para llegar a la universidad,desde ya gracias por su tiempo,  gisela condori  |4|2|4|1|2018|0|2|3|1|1|5|gmail|Boleto Universitario|353|0.0|0.7903682719546742|0|59|32|0.7966101694915254|0.014164305949008499|1|0
no puedo hacerme la tarifa social, me salta que ya tengo un beneficio y no tengo ninguno. gracias |2|1|6|1|2019|3|5|2|1|1|1|gmail|Boleto Universitario|98|0.0|0.7959183673469388|0|19|9|0.8947368421052632|0.02040816326530612|1|0
hola...he solicitado el boleto estudiantil provincial hace un tiempo y no se donde ver en que situación esta el trámite, pues no me ha llegado ninguna información de carga o demás al respecto. gracias |4|1|6|1|2019|1|2|3|1|1|5|yahoo|Boleto Universitario|201|0.0|0.8059701492537313|4|35|19|0.9428571428571428|0.024875621890547265|4|0
quisiera saber si el boleto estudiantil se sigue abonando. ya que no me an recargado la sube durante todo este año. gracias |1|4|4|1|2018|2|6|3|1|0|1|gmail|Boleto Universitario|124|0.0|0.8064516129032258|0|23|14|1.0|0.016129032258064516|2|0
hola buenas tardes , completé el formulario para que se me acredite la carga de sube hace mucho y tuve el problema de que  a todos se le acreditó el beneficio y a mi al apoyar la sube en el tas no recibo nada , y el proceso lo hice con mis compañeros que ya van por su segunda acreditación , quisiera saber que esta pasando , desde ya muchas gracias |3|1|5|1|2019|2|7|4|1|1|43|hotmail|Boleto Universitario|350|0.0|0.7828571428571428|3|73|50|0.7397260273972602|0.011428571428571429|1|0
todavía no me cargaron la sube y ya intenten en varios puntos quería saber si tengo que hacer otro tramite para que me la carguen |3|1|4|1|2018|3|6|3|1|1|27|hotmail|Boleto Universitario|130|0.0|0.8076923076923077|2|26|15|0.8846153846153846|0.0|1|0
hola buenos dias  me comunico porque no puedo btener una tarifa social para la sube no entiendo porque no puedo esque mis compañeros pudieron |0|3|4|1|2019|1|8|4|1|1|3|gmail|Boleto Universitario|142|0.0|0.823943661971831|0|26|13|0.8076923076923077|0.0|1|0
&iquest;por qué no me llego la recarga de sube por boleto estudiantil provincial?  hice el trámite el año pasado y cuando entro ahora a &quot;boleto estudiantil provincial&quot;  aparece &quot;la persona ya tiene un beneficio asignado&quot;   |1|3|4|1|2018|3|6|3|1|1|17|hotmail|Boleto Universitario|243|0.0|0.7942386831275721|2|40|20|0.85|0.024691358024691357|1|0
quería consultar por que me sale error de credencial cuando quiero hacer el boleto estudiantil  |0|1|3|1|2018|1|4|3|1|1|5|gmail|Boleto Universitario|96|0.0|0.8333333333333334|1|17|8|0.9411764705882353|0.0|1|0
cuando quiero iniciar el tramite para el boleto estudiantil dice que el beneficio ya fue otorgado pero nunca tuve el descuento. quisiera saber los pasos a seguir para terminar el tramite. gracias  |3|1|7|1|2019|0|6|3|1|1|3|hotmail|Boleto Universitario|197|0.0|0.8223350253807107|0|34|17|0.8235294117647058|0.01015228426395939|2|0
hola!  yo hice el tramite por el boleto estudiantil hace tiempo, pero hace ya unos dos meses aproximado, la sube ya no se me recarga al apoyarla en la terminal electrónica de la universidad. quería saber si ustedes me podrían asesorar que puedo hacer y porqué ya no me carga.  espero respuesta gracias y saludos. |5|3|3|1|2019|2|5|2|1|1|3|live|Boleto Universitario|313|0.0|0.7987220447284346|4|58|33|0.7931034482758621|0.019169329073482427|3|0
hola. voy a estar cursando activamente en la cede central, por qué no puedo sacar el boleto estudiantil???  muchas gracias |0|1|3|1|2018|0|4|2|1|1|3|hotmail|Boleto Universitario|123|0.0|0.7886178861788617|1|22|11|0.9545454545454546|0.04065040650406504|1|0
error de credenciales?? |0|1|3|1|2018|0|2|2|1|1|54|gmail|Boleto Universitario|24|0.0|0.7916666666666666|0|4|2|1.0|0.08333333333333333|1|0
buenas noches hice la solicitud a para el boleto earudiantil u cuando me dio la opcion de imprimir me salto eata leyenda la solicitud no a pudido completarse . quisiera saber si me podrian ayudar , porque si quierp hacer nuevamente ya me sale que tengo el tramite la verdad que no entiendo , desde ya muchas gracias |4|3|3|1|2019|3|5|0|0|0|43|hotmail|Boleto Universitario|316|0.0|0.8069620253164557|0|59|31|0.7627118644067796|0.00949367088607595|1|0
buenas noches. quisiera saber si aún  tengo vigente el boleto estudiantil en la universidad. dado que no se han realizado las últimas recargas de boleto estudiantil en mi sube. uds tienen forma de revisar esta info? desde ya muchas gracias. saludos |1|3|8|2|2019|3|3|3|1|1|54|hotmail|Boleto Universitario|249|0.0|0.8112449799196787|2|43|20|0.8837209302325582|0.020080321285140562|4|0
hola buenas tardes, este tramite de boleto estudiantil debo hacerlo todos los años ?( pregunto, porque yo ya gozaba de este beneficio el año pasado) |6|3|3|1|2019|1|6|4|1|1|3|gmail|Boleto Universitario|149|0.0|0.7986577181208053|0|26|14|0.9230769230769231|0.020134228187919462|1|0
hola; consulta el año pasado fui beneficiaria del boleto estudiantil universitario. este año no se adjudico ninguna carga. ya que reúno los requisitos pedidos , soy alumno regular el año pasado 5 materias promocione. realmente me  podrían informar puesto que para mi es muy importante. llame a sube hasta el cansancio.  saludos |0|2|4|1|2018|2|1|1|1|1|5|hotmail|Boleto Universitario|328|0.0|0.8109756097560976|2|55|28|0.8545454545454545|0.021341463414634148|5|0
buenas tardes , quiero acceder al beneficio del boleto estudiantil y me figura que ya tengo un beneficio, actualmente estoy desempleada y no tengo ningún tipo de beneficio ni cobro ningún plan. ya hice un reclamo hace 2 días y me dijeron que vuelva a intentar al día siguiente, y nada cambio  |4|3|3|1|2019|1|4|1|1|1|27|hotmail|Boleto Universitario|293|0.0|0.8020477815699659|4|54|29|0.7777777777777778|0.013651877133105802|1|0
buenas tardes, quería saber por qué motivo las cargas subes de cada mes ya no se me acreditan. si tuvieran algún tipo de respuesta, se los agradecería. muchas gracias! |4|1|9|2|2019|1|8|4|1|1|54|hotmail|Boleto Universitario|168|0.0|0.7976190476190477|4|30|16|0.9333333333333333|0.02976190476190476|2|0
hola; buenos días. mi consulta es la siguiente: hice la solicitud del boleto estudiantil por medio de la pagina de la universidad y trato de hacerlo nuevamente y me dice que ya me fue asignado el beneficio, pero al momento de tratar de activarlo por medio de las pantallas me dice que no tengo ningún beneficio. me podrán ayudar por favor  y decirme que debo hacer. de ante mano muchas gracias  |0|2|4|1|2018|0|8|4|1|1|25|gmail|Boleto Universitario|395|0.0|0.8|3|74|43|0.7027027027027027|0.015189873417721518|3|0
donde puedo averiguar porque el gobierno no me acredita el saldo de la sube? |2|2|9|2|2019|0|8|4|1|1|3|gmail|Boleto Universitario|77|0.0|0.8051948051948052|0|15|7|0.9333333333333333|0.012987012987012988|1|0
hola quiero que me informen porque todavía no nos dieron la carga del boleto estudiantil es muy necesario acceder al beneficio para poder seguir estudiando.  |3|1|4|1|2018|1|1|3|1|1|5|gmail|Boleto Universitario|158|0.0|0.8291139240506329|1|27|13|0.9629629629629629|0.006329113924050633|1|0
hola, yo ya me inscribí para el boleto estudiantil provincial. quisiera saber cuando estará habilitado o si me llegará algún tipo de información. |6|3|3|1|2019|1|7|4|1|1|8|gmail|Boleto Universitario|146|0.0|0.821917808219178|5|24|11|0.9583333333333334|0.02054794520547945|2|0
buen dia. intento realizar el tramite para el boleto municipal y no lo permite.me sale un mensaje en el que dice &quot;la persona ya tiene un beneficio asignado&quot;. quisiera saber a que se debe, porque no tengo ning&ugrave;n tipo de beneficio asignado, y quisiera obtener el beneficio; ya que entre material academico y pasaje se me hace bastante complicado poder afrontar los gastos. espero una pronta contestacion. saludos cordiales. susana rios |6|4|4|1|2019|0|2|4|1|1|5|gmail|Boleto Universitario|451|0.0|0.8093126385809313|0|72|34|0.8194444444444444|0.026607538802660754|6|0
buenas noches inicie el tramite para la sube estidiantil del boleto provincial y me dice que ya tengo el veneficio pero no pude descargar el formulario .  |0|3|3|1|2019|2|8|4|1|1|52|gmail|Boleto Universitario|155|0.0|0.8129032258064516|0|29|18|0.896551724137931|0.0064516129032258064|1|0
buenas tardes... mi consulta es acerca del boleto estudiantil. en el día de la fecha se han cargado las tarjetas sube...y la mia no se acredito...cuando entro al sistema me dice que el tramite no fue terminado. que la persona ya posee benefio.  mis preguntas son &iquest;qué me falta completar del trámite? y a que &iquest;beneficio se refiere? ya que no poseo nínguno. muchas gracias. |2|2|4|1|2019|1|1|2|1|1|3|hotmail|Boleto Universitario|386|0.0|0.7772020725388601|4|67|38|0.7910447761194029|0.046632124352331605|14|0
buenas tarde, quisiera comentarles que en varias oportunidades he intentado realizar el tramite del boleto estudiantil, y me marca como error de credenciales,me gustaria saber si esto se debe a algo en particular. desde ya gracias.  |0|1|3|1|2018|1|2|2|1|1|4|gmail|Boleto Universitario|233|0.0|0.8197424892703863|0|38|19|0.9473684210526315|0.02145922746781116|2|0
hola buenas tardes, quería consultar por la acreditación del boleto estudiantil, todavía seguimos esperando la carga, donde tengo que hablar para solucionar el tema?  |1|4|4|1|2018|2|6|3|1|1|43|gmail|Boleto Universitario|167|0.0|0.8263473053892215|3|26|10|0.9230769230769231|0.023952095808383235|1|0
buenas tardes! quería saber por que aún no se me acredito el saldo en la sube, hice el trámite del boleto estudiantil provincial hace un mes y días. cuando entro a la página me dice que el formulario no pudo completarse y abajo dice que ya lo tengo asignado que quiere decir eso? gracias!  |0|1|8|2|2019|1|8|4|1|1|29|gmail|Boleto Universitario|290|0.0|0.7931034482758621|5|56|33|0.8035714285714286|0.017241379310344827|1|0
apoye mi sube en la máquina y todavia no me carga el saldo que brinda el boleto estudiantil. quiero volver a hacer el formulario en la pagina pero servicios web no me deja llenarlo. que puedo hacer? |3|5|8|2|2019|1|7|4|1|1|1|hotmail|Boleto Universitario|199|0.0|0.7989949748743719|1|38|21|0.8157894736842105|0.01507537688442211|2|0
buen día, queria consultar con quien puedo hablar por el tema del boleto estudiantial. muchas gracias. |3|3|4|1|2018|2|8|0|0|1|25|gmail|Boleto Universitario|103|0.0|0.8155339805825242|1|17|8|1.0|0.02912621359223301|2|0
quería saber cuando van a dar el resultado sobre el boleto estudiantil? |1|2|10|2|2019|0|5|0|0|0|0|live|Boleto Universitario|72|0.0|0.8194444444444444|1|13|6|0.9230769230769231|0.013888888888888888|1|0
hola buenos días, quería saber por qué no se me acredita el boleto estudiantil provincial. cuando intento hacer el trámite por servicios académicos web me dice que el trámite ya está realizado, y cada vez que apoyó la sube en una terminal me dice que no poseo recargas pendientes. |3|1|4|1|2018|0|5|2|1|1|3|gmail|Boleto Universitario|281|0.0|0.8113879003558719|8|50|29|0.8|0.014234875444839857|2|0
hola que tal! quería saber cual seria el motivo de la cual no me estarían acreditando el subsidio de la sube ya que me es de gran ayuda así como a muchos de los demás! desde ya muchas gracias y saludos cordiales! |2|3|4|1|2018|1|3|2|1|1|43|outlook|Boleto Universitario|213|0.0|0.7887323943661971|4|43|28|0.7906976744186046|0.014084507042253521|1|0
hola, queria saber si me podian enviar el formulario porque se me extravio la sube con el boleto estudiantil. |1|1|10|2|2019|1|6|3|1|0|27|gmail|Boleto Universitario|110|0.0|0.8090909090909091|0|20|10|0.9|0.01818181818181818|1|0
hola quisiera saber sin hay respuestas sobre el tramite que realice por el boleto estudiantil. muchas gracias |1|2|4|1|2018|0|7|4|1|1|27|yahoo|Boleto Universitario|110|0.0|0.8363636363636363|0|18|8|0.9444444444444444|0.00909090909090909|1|0
 hola. tuve un problema al finalizar de completar la solicitud para obtener el boleto estudiantil. por accidente la pagina se volvió a cargar y luego los datos se perdieron sin que pueda guardarlos en un archivo pdf y al intentar rehacerlo me dice que ya tengo un beneficio asignado. podrian decirme que hacer? gracias.   |4|5|3|1|2019|0|8|4|1|1|54|gmail|Boleto Universitario|322|0.0|0.8074534161490683|1|58|31|0.8103448275862069|0.015527950310559006|4|0
hola, quería consultar por el boleto estudiantil provincial, &iquest;cuándo podré hacer el trámite para poder sacarlo? ya que ahora se encuentra suspendido.  gracias. saludos  |6|2|3|1|2019|2|5|2|1|1|1|hotmail|Boleto Universitario|176|0.0|0.8125|4|27|10|0.8888888888888888|0.03409090909090909|2|0
hola que tal yo queria consultar donde puedo averiguar por que no me acreditaron el credito de la sube. yo abia perdido la sube, la  di de baja y realize nuevamente una sube nueva resgistrada a mi nombre pero el credito de la sube no me lo acreditaron más. adonde tendria que consultar por que ingreso al sistema y me dice que tengo que ya tengo el veneficio otorgado. |3|2|4|1|2019|1|3|1|1|1|52|gmail|Boleto Universitario|369|0.0|0.7994579945799458|1|71|45|0.6619718309859155|0.01084010840108401|3|0
hola buenas tardes, mi consulta va dirijida ,  acerca del inconveniente de no poder realizar la carga de sube ,   con el beneficio del boleto provincial, me gustaria saber cual es el incoveniente, y cuando se solucionaria el problema, para poder disfrutar dem beneficio? |1|3|4|1|2018|1|4|2|1|1|43|msn|Boleto Universitario|271|0.0|0.8007380073800738|0|48|27|0.8125|0.025830258302583026|1|0
buenas tardes! me comunico con ustedes para consultar cuándo acreditan los viajes en la sube, yo hice el trámite y me enviaron un mail diciendome que me avisarian el momento en que esté acreditado pero todavia no tuve novedades. será que no se me efectuó el trámite?  sin otro particular motivo saluda atte.  elisabeth |3|1|4|1|2018|2|3|4|1|1|54|hotmail|Boleto Universitario|319|0.0|0.8087774294670846|6|57|33|0.8070175438596491|0.01567398119122257|2|0
no se me acredita el boleto estudiantil provincial, realicé el trámite el 14 de abril. y en el portal mi sube me aparece que no tengo ningún beneficio  |0|3|5|1|2019|3|6|3|1|1|54|hotmail|Boleto Universitario|152|0.0|0.7828947368421053|3|30|18|0.8|0.013157894736842105|1|0
perdi mi sube con la que registre el boleto para la unlu, la di por perdida en la pagina de sube, como ago para ingresarla otra vez porque no me deja me sale como beneficio asignado  |1|1|4|1|2019|3|8|4|1|1|54|gmail|Boleto Universitario|183|0.0|0.7868852459016393|0|38|27|0.8157894736842105|0.01092896174863388|1|0
perdí mi tarjeta sube con el beneficio, ya tengo una nueva pero no puedo aplicar el beneficio en esa misma |2|4|10|2|2019|1|6|3|1|0|27|gmail|Boleto Universitario|107|0.0|0.8037383177570093|1|21|12|0.9523809523809523|0.009345794392523364|1|0
buenas tardes, quería consultar cómo tengo que hacer, porque perdí mi sube y tenía el beneficio que me acreditaban, la tengo que dar de baja? cómo hago para que pase el beneficio a la nueva sube??  mucha gracias!  |3|1|8|2|2019|0|4|3|1|0|5|hotmail|Boleto Universitario|214|0.0|0.780373831775701|5|41|23|0.7560975609756098|0.03271028037383177|1|0
estimado, hace meses que realice el tramite del boleto estudiantil, la pagina dice que ya tengo el beneficio pero no me lo cargan. me gustaria saber cual es el problema? o si me lo podrian solucionar porque la verdad se me compllica mucho hacerme cargo del gasto con mi bolsillo, lo hice el año pasado porque me lo rechazaron pero este año voy a poder. |1|2|3|1|2019|3|5|4|1|1|8|gmail|Boleto Universitario|353|0.0|0.7988668555240793|0|66|39|0.7575757575757576|0.0169971671388102|2|0
quisiera saber como hacer para actualizar los datos para el boleto estudiantil, ya que al momento de otorgarme el beneficio no cursaba materias en lujan y ahora si lo hago, lo cual hace que el saldo que me acrediten ahora no me alcance para cubrir todos los viajes que realizo al mes. quisiera saber si ustedes hacen esto o donde tengo que consultar. gracias. |1|5|10|2|2019|0|7|4|1|1|27|yahoo|Boleto Universitario|360|0.0|0.8083333333333333|0|65|34|0.7384615384615385|0.013888888888888888|3|0
en el mes de septiembre no recibí la acreditación del boleto estudiantil provincial, pasando ya mas de dos semanas. me gustaría saber cual es el inconveniente que sucedio. muchas gracias |2|3|9|2|2019|2|6|3|1|1|19|gmail|Boleto Universitario|187|0.0|0.8235294117647058|3|31|17|0.9354838709677419|0.016042780748663103|2|0
sobre el tema del boleto estudiantil. me aparece error en formulario. que puedo hacer para tramitarlo? |0|1|3|1|2018|1|6|3|1|0|3|gmail|Boleto Universitario|103|0.0|0.8155339805825242|0|17|8|1.0|0.02912621359223301|2|0
hola, quería saber como realizar el tramite para el boleto estudiantil devuelta, ya que tenia el beneficio pero cada vez que voy a recargar la sube me dice que no tengo recargas disponible, gracias |2|1|9|2|2019|3|6|3|1|1|2|hotmail|Boleto Universitario|198|0.0|0.8131313131313131|1|35|20|0.8857142857142857|0.015151515151515152|1|0
no me asigna el credito mensual del mes de abril |2|2|4|1|2018|2|5|3|1|1|54|hotmail|Boleto Universitario|49|0.0|0.7959183673469388|0|11|7|1.0|0.0|1|0
hola mira yo había perdido la sube donde tenía el boleto estudiantil provincial, ya registré una nueva a mi nombre como hago para obtenerlo de nuevo? |1|2|9|2|2019|1|7|4|1|1|25|outlook|Boleto Universitario|150|0.0|0.8133333333333334|3|27|15|1.0|0.013333333333333334|1|0
hola buenas tardes , quince volver a llenar el formulario de solicitud xq me dijeron que se debe hacer todos los años y me aparece que ya tengo el beneficio asignado. hasta ayer no tenía nada en la sube. en dónde puedo ver el beneficio supuesto asignado?. desde ya muchas gr |2|2|3|1|2019|1|4|3|1|1|54|gmail|Boleto Universitario|275|0.0|0.7963636363636364|2|52|28|0.8653846153846154|0.01818181818181818|3|0
estoy inscripto para el boleto estudiantil hace mas de 1 año, hubo conflictos con las cargas de las sube en la facultad, lo regularizaron, pero ahora la máquina me dice un mensaje parecido a &quot;usted no posee ningun beneficio activo&quot;, entre en la página y me dice &quot;la persona ya tiene un beneficio activo&quot;. por favor espero respuesta, ya que necesito este beneficio. gracias. |3|4|10|2|2019|0|4|2|1|1|43|gmail|Boleto Universitario|394|0.0|0.7944162436548223|2|65|35|0.8461538461538461|0.030456852791878174|3|0
buenos dias, cuando intento hacer el boleto provincial me salta error y no se cual es el motivo ya que entregue la constancia de titulo en tramite, tengo sube a mi nombre y soy ingresante |0|1|3|1|2018|1|7|3|1|1|1|hotmail|Boleto Universitario|188|0.0|0.8031914893617021|0|36|19|0.9444444444444444|0.010638297872340425|1|0
hola buenas tardes, quise  solicitar el boleto gratuito y me dice que ya tengo un beneficio asignado, como puedo saber que beneficio se me otorgo. desde ya muchas gracias, saludos cordiales. |0|1|8|2|2019|2|1|4|1|1|16|hotmail|Boleto Universitario|191|0.0|0.806282722513089|0|33|15|0.8484848484848485|0.02617801047120419|2|0
hola.  queria averiguar sobre la acreditacion del boleto estudiantil en mi sube ya que aun no se me acredito . no se si hice bien todos los tramites o me falto algo para terminarlo. muchas gracias!! |1|1|5|1|2019|2|7|4|1|1|17|gmail|Boleto Universitario|199|0.0|0.7889447236180904|0|38|24|0.8947368421052632|0.02512562814070352|3|0
hola, quiero anotarme en el boleto estudiantil provincial y me dice que ya poseo un beneficio, hace un tiempo tenia el descuento por plan progresar pero ya me lo dieron de baja y no lo tengo más, así y todo en la web de la unlu sigue desactualizado. |1|4|10|2|2019|1|6|3|1|1|54|gmail|Boleto Universitario|250|0.0|0.792|2|49|33|0.7959183673469388|0.016|1|0
hola queria saber porque motivo me sale error de credenciales al ingresar ms datos para el boleto estudiantil saludos  |0|1|3|1|2018|1|1|3|1|1|27|live|Boleto Universitario|119|0.0|0.8319327731092437|0|21|10|0.9523809523809523|0.0|1|0
buenas noches, quisiera saber cómo sería el tema del boleto estudiantil. yo inicie el trámite y ahora me dice que ya tengo el beneficio asignado pero nunca se me acredito la sube.  gracias, espero su respuesta! |1|1|4|1|2018|3|7|4|1|1|27|gmail|Boleto Universitario|211|0.0|0.8009478672985783|3|38|19|0.8947368421052632|0.023696682464454975|2|0
hola buen dia queria saber si complete bien la encuesta del boleto estudiantil  y cuanto tengo que esperar  para q  me aviliten  muchas gracias por su  atencion espero las respuestas  |4|5|3|1|2019|1|8|4|1|1|5|gmail|Boleto Universitario|184|0.0|0.8043478260869565|0|37|22|0.8378378378378378|0.0|1|0
buenos dias mi consulta es para saber si me asignaron el boleto estudiantil . muchas gracias claudia báez  |3|1|4|1|2018|2|1|2|1|1|52|hotmail|Boleto Universitario|107|0.0|0.8130841121495327|1|20|11|0.95|0.009345794392523364|1|0
hola quería consultar sobre la carga en la sube, de este año no obtuve ninguna carga, fui a hablar y me dijeron que en este mes de abril la iba a tener y todavía no la obtengo! querría saber porque? y si lo van acreditar? muchas gracias saludos |0|4|4|1|2018|3|4|2|1|1|2|gmail|Boleto Universitario|245|0.0|0.7836734693877551|3|49|28|0.7959183673469388|0.02040816326530612|1|0
